code;gen1;gen2;gen3;gen4;gen5;gen6;gen7;gen8;gen9;gen10;gen11;gen12;gen13;gen14;gen15;gen16;gen17;gen18;gen19;gen20;gen21;gen22;gen23;gen24;gen25;gen26;gen27;altitude;pluvio_yr;forest;pluvio_1;pluvio_2;pluvio_3;pluvio_4;pluvio_5;pluvio_6;pluvio_7;pluvio_8;pluvio_9;pluvio_10;pluvio_11;pluvio_12;geology;evi_1;evi_2;evi_3;evi_4;evi_5;evi_6;evi_7;evi_8;evi_9;evi_10;evi_11;evi_12;evi_13;evi_14;evi_15;evi_16;evi_17;evi_18;evi_19;evi_20;evi_21;evi_22;evi_23;lon;lat;surface
185;1;0;1;0;5;0;0;1;3;206;25;2;8;0;2;5;0;0;1;4;9;0;3;2;7;60;0;631,6647949;1503;6;39,34025955;53,46882629;126,2952347;166,8350677;169,9497681;139,859314;129,3402557;136,3350677;175,0155792;210,3887482;121,5450287;35,33333206;5;0,370698005;0,404855996;0,409371197;0,425465018;0,460564852;0,481581658;0,489659667;0,485881478;0,505591154;0,480312526;0,468006969;0,434417009;0,424195766;0,430691987;0,395748466;0,435160637;0,4753097;0,486738801;0,423099905;0,422966749;0,412638962;0,415805221;0,358526319;14,20651492;3,225587269;23
1884;12;0;0;0;0;0;0;0;3;36;16;13;12;0;2;0;0;0;0;7;2;1;0;0;0;5;1;356,1932983;1442,666626;5;71,55110931;77,40871429;143,1091156;139,6820831;126,9010315;106,8460388;121,6372452;106,8969269;147,747818;166,1739807;142,1525574;78,90984344;6;0,354780734;0,357285023;0,411604345;0,447766364;0,456331521;0,489102095;0,484895259;0,484855026;0,498719096;0,474231064;0,455185622;0,425716609;0,39244026;0,417638242;0,463771671;0,464260399;0,487297893;0,481841505;0,458432317;0,472778797;0,450068533;0,435159683;0,371441126;16,49291602;1,501415949;6
566;4;0;0;0;0;2;0;3;1;19;1;0;2;0;0;0;0;0;0;1;0;1;0;2;2;0;0;464,5375977;1428;1;88;94,16666412;127,3333359;145,6666718;128,5;99,66666412;59,83333206;67,66666412;143,8333282;199,8333282;169,5;95,16666412;3;0,396918774;0,401622713;0,448298752;0,470773816;0,475565612;0,486271411;0,50452894;0,525122523;0,530030131;0,491007805;0,507674575;0,454048872;0,461974502;0,483457625;0,479391396;0,504430711;0,54313606;0,539194524;0,505864382;0,477983087;0,471054196;0,43770501;0,394517124;15,36845646;0,751776245;5,5
182;2;0;0;0;8;0;1;0;1;17;6;6;7;0;2;2;1;0;5;10;1;0;1;2;3;63;6;623,2489014;1499,555542;6;40,82196426;53,16264725;123,6741562;169,2763062;172,3497162;140,150238;126,8627777;134,3402557;181,0780029;211,1753693;128,6950989;36,66601181;5;0,358186245;0,37220487;0,390556604;0,415718585;0,43980673;0,474418908;0,482673585;0,470454633;0,49928534;0,457510561;0,465106756;0,423475087;0,431439668;0,385491163;0,37986052;0,425441474;0,457807928;0,474625021;0,412786931;0,422625542;0,400294453;0,410570234;0,34804377;14,20651492;3,113141313;13
501;1;0;0;3;1;0;0;1;0;12;6;4;5;0;0;0;0;0;1;0;3;0;1;4;2;5;1;503,8504944;1479,888916;7;51,57217026;79,81557465;141,0679626;148,3406982;143,9451447;122,7462387;125,3885193;114,2553558;170,6230316;200,7900238;121,3855057;50,50680161;1;0,345854402;0,372673214;0,418478668;0,470762849;0,449239135;0,523580611;0,513652504;0,516427815;0,511021137;0,494938016;0,491262734;0,472005278;0,432438999;0,434890002;0,459653318;0,494569719;0,480061799;0,472743481;0,444667965;0,458919406;0,438265353;0,434618563;0,343450129;15,18104654;2,475947565;5,5
1632;3;0;0;0;0;1;1;1;0;65;23;0;21;0;0;2;0;0;0;11;1;0;0;3;3;19;0;363,0049438;1428;2;77,70011902;92,40396118;150,0631866;146,8556366;133,9516754;99,18524933;86,07434082;92,21126556;147,9151001;168,6889801;162,3488007;87,87793732;6;0,35714075;0,386679441;0,426461577;0,45840317;0,498470038;0,536547899;0,530136704;0,521289825;0,533842146;0,508246541;0,467779934;0,438588768;0,452207476;0,434247106;0,514373124;0,485195994;0,496702135;0,545336247;0,519489825;0,476336211;0,480206907;0,464494944;0,394295156;16,30550609;0,901704186;14,5
2827;5;1;2;2;1;0;0;4;3;14;29;9;13;3;1;0;1;0;0;0;7;0;10;14;9;7;18;388,2534485;1468,333374;7;63,3731308;84,77423859;137,9483795;129,0397949;111,5752563;106,9570618;144,3246613;139,0752563;154,9204102;178,1343536;116,6977844;57,99252319;6;0,322558582;0,366853386;0,367268175;0,421549946;0,447332978;0,517127454;0,488629133;0,512968242;0,496437341;0,489889324;0,484040499;0,447147369;0,422434151;0,415714383;0,478640169;0,467760533;0,48659119;0,483430356;0,45423609;0,475538641;0,448182821;0,421372652;0,358458102;17,16759175;2,213573668;8,5
1032;4;0;0;0;0;0;0;0;0;66;1;0;1;1;0;0;0;0;0;3;5;0;0;0;0;1;0;447,1583252;1464,444458;1;87,51444244;92,45666504;128,7783356;146,2966766;120,3661118;104,8005524;83,62221527;89,58666229;156,7611084;184,6888885;165,3805542;100,4750061;1;0,376146764;0,412135392;0,401164323;0,465063661;0,509060562;0,51539135;0,511412978;0,519415021;0,512579501;0,513863981;0,498571217;0,457805902;0,476484329;0,487389296;0,460766047;0,501434147;0,537855685;0,521422863;0,47599259;0,471270174;0,484314591;0,440286189;0,384719372;15,74327631;1,201560068;5
715;0;0;0;0;0;4;0;0;0;7;2;0;4;0;0;0;0;0;0;1;3;0;1;2;0;0;0;421,6771851;1429;2;88,7649231;98,55471802;126,0124359;146,092041;127,4004974;87,81591797;55,74129486;66,25994873;142,9067078;199,4427795;168,8022308;94,93034363;3;0,43947345;0,46609062;0,485071152;0,528720558;0,521678507;0,541250169;0,558603108;0,567643523;0,549917281;0,55779022;0,549366295;0,499535859;0,501204431;0,535085797;0,527353406;0,569793582;0,581650734;0,576414645;0,535955429;0,547843099;0,536467791;0,532384276;0,453301668;15,5183844;0,564366319;6
2167;3;0;0;0;3;0;4;8;4;18;18;17;1;2;0;2;3;0;0;2;1;0;6;18;21;29;1;395,9835815;1477,777832;7;65,14321136;77,25659943;149,4203339;134,7341156;126,1666641;100,3240433;147,0767365;125,7360611;157,4560089;185,8005829;124,964325;72,62072754;6;0,342506558;0,355030239;0,405937612;0,406139195;0,438357621;0,472889572;0,504343987;0,536040306;0,491633624;0,484311491;0,47670731;0,42662096;0,414871424;0,4270446;0,480386883;0,456807822;0,490300357;0,473413885;0,461721659;0,472523868;0,435065657;0,433862835;0,363054514;16,68032594;1,951199772;12,5
1998;2;0;0;1;0;0;0;0;0;23;12;0;14;1;0;3;0;0;0;0;3;0;0;0;4;0;0;508,2820435;1445,111084;7;35,82029343;65,32015991;109,9921494;123,0702362;131,7517853;124,5415115;137,7553558;159,2490234;179,8577576;190,2732849;103,1826019;47,78056717;3;0,350590378;0,389469534;0,406777024;0,442897707;0,466601819;0,479448199;0,482706994;0,506093979;0,490480125;0,485950828;0,47455135;0,442073733;0,462510765;0,439522654;0,464651913;0,459979236;0,489709109;0,466848999;0,429116845;0,455696613;0,426195175;0,377193809;0,340753257;16,56787999;2,963213372;4,44
668;3;0;0;0;1;0;0;0;0;1;1;0;1;3;0;0;0;0;0;1;0;0;0;1;0;1;0;435,296875;1426,777832;1;87,66036224;92,41112518;127,414917;142,2207489;127,5589218;101,1194153;62,36349869;69,32465363;144,4163971;198,6469116;165,9615784;97,99238586;1;0,386103302;0,396676511;0,43802917;0,458888114;0,480727732;0,511246979;0,529931307;0,517578423;0,508419395;0,502475917;0,503164828;0,450060904;0,460172087;0,474910766;0,49385643;0,507972121;0,531429112;0,537214994;0,506553292;0,504005909;0,478390098;0,449659199;0,394379824;15,48090242;0,78925823;2,5
207;10;0;0;0;0;1;2;1;3;66;45;36;8;0;1;0;1;0;0;3;21;0;2;1;1;59;4;651,2379761;1507;6;37,98629379;59,59296799;130,7459259;157,4098053;173,961853;141,0137177;132,31427;138,4290771;174,2568512;200,2268524;112,6174011;34,27056122;5;0,36848709;0,385742515;0,404714078;0,433356673;0,464410514;0,518017769;0,508046806;0,469964683;0,500360608;0,468812734;0,461511999;0,418455571;0,403073847;0,384685278;0,425511748;0,416949213;0,460305244;0,473451793;0,412371308;0,413738757;0,420619607;0,405346811;0,340576083;14,28147889;3,338033224;22
2955;1;0;0;3;0;0;2;7;1;24;32;13;25;2;0;1;4;0;2;1;6;5;2;13;17;8;11;397,6360168;1472,555542;7;64,98005676;76,63049316;132,2319183;128,5452881;109,4601059;110,0652466;131,7048645;143,9854584;157,8225098;168,4547119;103,6757965;61,44929123;6;0,35415107;0,356720507;0,395552248;0,447679937;0,491773903;0,494549722;0,471563458;0,525012076;0,508060396;0,469713211;0,487918586;0,445966989;0,455061257;0,428560853;0,474581361;0,4925749;0,498988926;0,474559009;0,464513958;0,47215119;0,465273529;0,427836299;0,370362252;17,28003771;2,363501609;11
605;0;0;0;0;0;0;0;0;0;3;4;0;4;0;0;0;0;0;0;0;0;0;1;0;0;10;12;477,0795288;1462;1;55,5;78,33333588;144,3333282;139,3333282;141;110,1666641;113,3333359;114;157,3333282;189,3333282;131,3333282;67,5;1;0,355474532;0,379168361;0,432039261;0,45514074;0,457894087;0,530047536;0,550230503;0,550731719;0,556753516;0,533953905;0,523232579;0,482158572;0,48297292;0,443564504;0,475439906;0,501787186;0,535900652;0,500424922;0,502368689;0,494674683;0,450918347;0,440528989;0,344889194;15,40593845;2,213573668;2,000206449
357;0;0;0;0;1;1;2;1;1;0;11;0;3;0;0;0;0;0;0;1;1;0;1;2;0;33;28;642,4256592;1470;7;30,49998856;57,83317947;129,8334503;150,5000763;166,0000763;144,666748;149,4999542;135,5000153;196,1666412;183,0000916;112,6665726;22,83337975;5;0,370092869;0,38588506;0,418865919;0,455610871;0,417821318;0,527882695;0,52986294;0,522369206;0,538421452;0,489392847;0,492572069;0,475197583;0,445868373;0,407736659;0,42696175;0,472798377;0,46848163;0,467790425;0,449675381;0,464431435;0,425117821;0,417595178;0,354927301;14,61881676;3,675371091;8
1873;0;0;4;0;0;0;0;0;0;13;8;0;2;4;0;0;1;0;0;0;0;0;0;1;0;4;0;348,2518921;1436,333374;5;73,60025787;94,8969574;149,9356232;148,0569;130,2305298;97,70924377;100,8368225;105,7939301;152,3282928;153,2429962;147,8933563;89,76804352;6;0,327119887;0,352326691;0,363076359;0,439266175;0,459220707;0,482804924;0,461019367;0,481535912;0,508356929;0,465231001;0,447621673;0,41731897;0,420970559;0,422400057;0,461509645;0,458437383;0,504264474;0,466458321;0,464415342;0,459104717;0,476712227;0,438170582;0,383698493;16,49291602;1,089114112;3
197;7;0;0;3;3;0;4;0;0;9;22;6;3;0;1;1;0;0;0;1;5;1;7;1;3;36;1;662,3428345;1474;6;39,95197678;58,21261597;129,0303802;156,9060974;167,4896088;138,7084351;132,6161346;130,9037781;173,9565277;195,2684021;117,172966;28,83750153;5;0,370526135;0,384178639;0,430703014;0,458315104;0,44290185;0,514558554;0,497206599;0,496009886;0,492649347;0,472284049;0,467447698;0,424691021;0,447262079;0,387197793;0,399000943;0,421717852;0,467701882;0,455590457;0,434370697;0,434081674;0,43182683;0,406736821;0,35535425;14,24399691;3,375515209;11
1366;0;4;0;0;0;0;0;28;0;10;22;8;17;0;1;1;0;0;12;0;3;0;1;7;16;0;0;438,8413086;1528,222168;4;23,30815506;55,25994492;141,1072235;144,5078735;144,6375427;139,0037994;155,445282;173,740799;184,6579437;208,3952484;107,3228683;33,07177734;5;0,343281061;0,341929287;0,347364396;0,36565873;0,394519985;0,46915254;0,478148729;0,52319932;0,529188812;0,531348646;0,528340876;0,515451193;0,521315634;0,492582619;0,508781076;0,530998945;0,522626281;0,521677613;0,511038184;0,473787755;0,461309582;0,439552426;0,361261189;16,08061418;3,562925135;4,5
2954;1;2;4;0;0;0;0;2;1;11;23;4;21;2;1;2;0;0;0;0;8;2;7;8;5;13;0;383,0931396;1477;5;64,5;78,16666412;133;128,8333282;108,5;110,8333359;135,8333282;142,8333282;159,1666718;168,1666718;105,5;61,83333206;6;0,337343693;0,354351878;0,383603871;0,445652366;0,485970259;0,486522704;0,473395675;0,511762679;0,50818795;0,473114967;0,481048554;0,438545615;0,457279384;0,434743226;0,474710643;0,484499246;0,502983332;0,480143637;0,466059774;0,474279344;0,470407307;0,425349563;0,364817262;17,28003771;2,326019624;8
250;4;0;0;1;2;0;4;0;2;13;28;16;10;0;1;2;0;1;8;7;5;0;11;1;4;46;61;671,4827881;1454;7;34,59467316;68,54425049;120,7182999;145,6892853;161,646759;125,6599045;157,2970428;134,7881317;190,3257599;173,1200562;121,0555573;19,60760498;5;0,352364421;0,352166057;0,396444231;0,43213588;0,415618539;0,496053219;0,519879878;0,494190902;0,492032319;0,48713693;0,479574174;0,468379647;0,46632877;0,421636105;0,435674161;0,451320946;0,484725893;0,479418665;0,430294752;0,398051471;0,429123938;0,400186241;0,341026217;14,35644286;3,862781017;17
407;4;0;0;0;4;0;15;9;0;70;48;29;35;0;3;3;7;0;4;0;7;4;11;11;2;52;41;554,1281738;1434;5;56;84,33333588;134,3333282;153,1666718;147,5;106,8333359;115,5;101,1666641;162,5;185,6666718;127,1666641;55;1;0,370155662;0,367297083;0,404381841;0,458060652;0,479087144;0,504778862;0,51771009;0,508333147;0,512478888;0,501751006;0,487141818;0,441697449;0,439494848;0,436375707;0,450577587;0,464576691;0,500573039;0,497734845;0,453554839;0,48743102;0,469582588;0,423051387;0,344010145;14,84370867;2,251055653;17
724;0;0;0;0;0;0;0;0;0;10;2;0;4;7;0;0;0;0;0;0;0;0;0;0;0;3;0;475,5697021;1445;2;86,66666412;95;128,1666718;139,3333282;132,1666718;107,3333359;67,66666412;75,5;147;201,3333282;165,5;103;1;0,415795982;0,437384695;0,461495668;0,489431769;0,519296169;0,531863272;0,570989549;0,557513714;0,548399806;0,52157855;0,528014958;0,480500102;0,48283416;0,521859765;0,520001948;0,551872015;0,568820357;0,567377329;0,483186245;0,544830918;0,508020341;0,485559374;0,406694353;15,5183844;0,901704186;5,5
429;0;15;0;0;2;0;22;11;1;117;61;62;58;0;17;7;8;0;0;2;0;0;19;4;6;71;76;461,7918091;1430;1;58,16666794;84,66666412;132,3333282;155,5;141;106,5;115,3333359;103,6666641;159,5;188,6666718;125,8333359;53,66666794;1;0,347530395;0,358006507;0,375486225;0,410615504;0,426095009;0,497215807;0,525887907;0,524718881;0,524748504;0,546368659;0,509045959;0,465783924;0,442097962;0,456059665;0,450406194;0,497749358;0,509672225;0,531450331;0,448578924;0,483989298;0,45716551;0,405929446;0,32823664;14,91867264;2,213573668;17,5
3170;2;0;0;0;0;0;0;109;0;7;8;6;2;1;0;0;0;0;8;0;8;2;0;83;41;0;0;444,9009705;1425,098755;1;26,40787888;47,49074936;132,2015533;118,0670395;116,653038;142,4120636;152,2004395;173,2101746;160,5413055;178,3773651;77,43135071;30,15507507;5;0,336487323;0,344845474;0,359584183;0,38398546;0,425434709;0,480524361;0,470475584;0,531138122;0,526297808;0,558917821;0,508291602;0,484115422;0,515942335;0,466658384;0,483320385;0,481327295;0,510930538;0,514010251;0,488660902;0,45305264;0,462061226;0,395593315;0,350465983;17,46744763;3,862781017;4,05
148;2;0;0;0;6;4;2;3;5;14;20;1;10;0;3;1;1;0;0;3;0;0;10;8;3;53;10;632,7426147;1452;6;34,49927139;56,83205795;134,3320618;170,502182;167,3347778;137,0025482;116,331337;126,1615677;184,8333282;214,6655731;141,1643066;32,99981689;5;0,341992855;0,369675458;0,406927466;0,430856198;0,428207189;0,461469799;0,501752675;0,487487406;0,497724295;0,481041431;0,440981776;0,428255796;0,419741303;0,3754991;0,370819062;0,418627441;0,501924694;0,486522436;0,449100256;0,401653558;0,433680564;0,400746882;0,355704337;13,90665904;3,000695357;17
2058;6;0;0;0;0;0;0;1;0;6;21;3;22;1;5;3;0;0;0;0;3;1;2;4;15;0;0;397,6681213;1482;7;59,34135056;78,78522491;141,9879761;134,9536133;133,2972412;102,036087;143,2388458;135,6025238;160,963913;182,1386108;115,7709122;69,83734894;6;0,327590436;0,357216388;0,417532712;0,420092136;0,499797881;0,515349686;0,476721048;0,510638595;0,498787075;0,484748155;0,48293075;0,448284358;0,443793267;0,437580615;0,488959998;0,449068189;0,451376855;0,495882362;0,455372065;0,465382516;0,461069018;0,395013034;0,359341621;16,60536197;2,176091683;7
1117;6;0;0;0;0;0;0;0;1;68;2;0;5;0;0;0;0;0;0;1;2;0;0;0;2;2;0;440,8254395;1462;2;86,16720581;97,66451263;137,3282471;144,5000763;112,5039215;101,8344116;84,66451263;90,16589355;153,1687469;181,002533;164,833786;101,3335648;1;0,371101588;0,3964127;0,400558949;0,450866878;0,521107256;0,52962774;0,521154285;0,529562175;0,516894162;0,510829985;0,493793935;0,460426301;0,475264281;0,452257484;0,474792868;0,514943719;0,541747451;0,515589714;0,507878125;0,50869298;0,485239685;0,451627374;0,382856429;15,81824028;1,164078082;5
642;2;0;0;5;3;2;8;0;1;24;44;33;61;0;0;0;2;0;1;3;11;0;7;0;4;99;19;464,8113098;1462;1;55,5;78,33333588;144,3333282;139,3333282;141;110,1666641;113,3333359;114;157,3333282;189,3333282;131,3333282;67,5;1;0,346556008;0,372369558;0,428263336;0,437826872;0,45433557;0,51446712;0,551519752;0,545358896;0,532265008;0,519546449;0,502185941;0,47599557;0,465519607;0,43680495;0,463228434;0,493103325;0,510755718;0,485309988;0,482656539;0,469124764;0,42841205;0,424784988;0,332111448;15,44342043;2,213573668;23,00260224
1178;0;0;0;0;5;1;16;0;0;46;33;6;20;0;0;0;1;0;0;6;6;0;8;2;0;121;134;561,0206909;1518,444458;7;23,99347496;55,86686325;138,1716766;144,7411194;143,3485565;145,7600555;155,7603455;167,7244263;184,3375702;202,2530823;110,6452789;31,06848145;5;0,339343041;0,362662941;0,406715006;0,439176828;0,478565484;0,51852417;0,501522303;0,523483992;0,513621807;0,514462531;0,503573239;0,483147502;0,481552273;0,468767792;0,471039832;0,488662988;0,500367463;0,462448984;0,443662018;0,430556476;0,436314404;0,412150949;0,346946538;15,85572227;3,562925135;16,5
923;0;0;0;0;0;2;0;0;0;16;4;0;3;1;0;0;0;0;0;1;0;0;1;0;1;1;0;400,6397095;1431;2;86,83333588;93,66661835;129,5;145,833252;124,5000153;96,66669464;68,83331299;81,16662598;144,0000153;191,0000763;171,666626;94,33334351;3;0,440119028;0,464810789;0,466136783;0,498817742;0,53403604;0,530779183;0,562017798;0,598867238;0,556497514;0,560937405;0,542499542;0,510110378;0,512073278;0,517984569;0,511536062;0,580627143;0,610142589;0,579061151;0,54210794;0,558313549;0,546637714;0,523678303;0,454865158;15,66831234;0,826740216;5,5
1943;5;0;0;3;0;0;0;1;0;26;21;5;8;0;2;3;0;0;0;1;9;0;6;1;3;0;0;507,6240845;1459;7;34,66689301;62,99969864;115,8328857;124,0000992;136,3320465;130,9998779;136,3336029;164,166275;180,333374;188,4995422;100,6663132;44,16701889;3;0,350872994;0,390419006;0,409024715;0,443383724;0,470113576;0,460457802;0,490059018;0,492536545;0,494483322;0,485683084;0,466856986;0,42893073;0,45911181;0,443280876;0,462613791;0,458290577;0,491083413;0,463919193;0,431792766;0,449420214;0,430077374;0,387556404;0,337454319;16,530398;3,000695357;7,25
84;1;0;0;2;4;1;0;52;1;17;12;3;5;0;1;3;2;1;1;4;10;2;18;14;6;16;0;708,6912842;1463,555542;6;33,22723007;54,2529068;126,3565903;173,1666718;160,0547485;139,9544525;116,1385727;124,5033875;173,8905029;218,6947632;134,6119232;34,19815826;5;0,388072461;0,38047722;0,410323978;0,461062938;0,462405324;0,472441435;0,483486831;0,47300157;0,480683535;0,463137567;0,466117263;0,432459056;0,402555168;0,363913447;0,404782444;0,395378083;0,424893767;0,485627055;0,470948577;0,443791896;0,404706061;0,403196126;0,384121597;13,71924911;3,263069254;12
1583;0;0;0;0;0;0;0;0;0;31;13;0;8;4;0;0;0;0;0;0;1;0;1;2;0;6;0;370,2614136;1427,333374;1;77,86146545;92,41832733;149,2704468;145,7555389;133,4752808;100,0796585;85,33683014;91,97385406;148,2411499;169,0976715;160,9297943;87,68852234;6;0,360153943;0,374942154;0,394226879;0,469747424;0,456558943;0,495822847;0,507159114;0,507938385;0,535455942;0,523405075;0,484128177;0,452422023;0,464298308;0,449637413;0,514016688;0,489183813;0,502291858;0,53551352;0,494430959;0,468748003;0,492355198;0,457818002;0,381717503;16,26802411;0,976668156;6,5
3093;3;6;3;3;0;2;0;11;0;44;26;1;23;2;3;3;1;0;13;0;15;0;6;17;76;0;0;520,6606445;1425,333374;7;24,5028286;48,41081619;113,3555145;103,0743027;101,7294388;150,0848389;164,0754089;182,2811584;167,1388855;183,2262573;87,15553284;33,76847458;3;0,352209866;0,35724476;0,388331026;0,431986958;0,435894996;0,510219216;0,473609477;0,486720681;0,509282947;0,494359374;0,459452152;0,436439544;0,475560457;0,47230798;0,47300601;0,484975904;0,487712562;0,477573067;0,475766182;0,452959329;0,424414873;0,394334495;0,355114818;17,39248366;3,562925135;10,5
